Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,2152831,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.93513936,2.322523226,538207.75,1075565.6,2151556,3,2152831,538207.75,1075565.6,2151556,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.322523,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
6,9054976,84,124,1834,209115,311,0,21.833334,79.2005,4344,0,1686.4113,980.10614,23296.47257,22.97079528,43743.844,600360.56,8639224,1,415752,5009.06,10556.219,43094,1,9032728,73436.81,782611.2,8682002,1,0,0,0,0,2696,3976,9.276668,13.694128,0,4344,1009.3254,1114.7032,1242563.5,0,0,0,1,0,0,0,0,1,1014.17786,21.833334,1686.4113,0,0,0,0,0,0,84,1834,124,209115,29200,167,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30677,2,2,86,86,43,43,43.0,0.0,43,43,43.0,0.0,5606.806402,130.3908466,10225.667,17705.312,30670,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,65.19543,65.19543,43,43,43.0,0.0,0.0,0,0,0,0,0,0,0,0,1,53.75,43.0,43.0,0,0,0,0,0,0,2,86,2,86,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,12208,2,4,0,24,0,0,0.0,0.0,6,6,6.0,0.0,1965.923984,491.4809961,2441.6,4661.511,10758,3,12208,12208.0,0.0,12208,12208,526,175.33333,150.38728,280,3,0,0,0,0,64,80,163.827,327.654,0,6,3.4285715,3.207135,10.285714,0,0,0,0,1,0,0,0,2,4.0,0.0,6.0,0,0,0,0,0,0,2,0,4,24,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,61216300,15,13,1088,3781,708,0,72.53333,183.99606,1492,0,290.84616,563.5197,79.53763948,0.457394517,2267270.2,4211503.5,10000000,70,61200000,4372593.0,5094361.0,10100000,211,61200000,5097156.0,5176184.0,10100000,216,0,0,0,0,312,344,0.24503277,0.21236174,0,1492,167.89655,407.33167,165919.1,0,0,0,1,0,0,0,0,0,173.89285,72.53333,290.84616,0,0,0,0,0,0,15,1088,13,3781,8192,67,14,20,93820.336,106398.41,311005,50154,9996061.0,9525.494,10000000,9976619,Benign
17,30395,1,1,55,71,55,55,55.0,0.0,71,71,71.0,0.0,4145.418654,65.8002961,30395.0,0.0,30395,30395,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.900146,32.900146,55,71,60.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,90.5,55.0,71.0,0,0,0,0,0,0,1,55,1,71,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,120010,1,1,47,154,47,47,47.0,0.0,154,154,154.0,0.0,1674.860428,16.66527789,120010.0,0.0,120010,120010,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,8.332639,8.332639,47,154,82.666664,61.776478,3816.3333,0,0,0,0,0,0,0,0,1,124.0,47.0,154.0,0,0,0,0,0,0,1,47,1,154,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,50442,2,2,82,138,41,41,41.0,0.0,69,69,69.0,0.0,4361.444828,79.29899687,16814.0,29077.678,50390,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,40,39.649498,39.649498,41,69,52.2,15.336231,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,0,0,0,0,0,0,2,82,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30834,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,14399.68866,129.7269248,10278.0,17795.09,30826,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,64.863464,64.863464,47,175,98.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61173,1,1,57,185,57,57,57.0,0.0,185,185,185.0,0.0,3955.993657,32.69416246,61173.0,0.0,61173,61173,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.347082,16.347082,57,185,99.666664,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,149.5,57.0,185.0,0,0,0,0,0,0,1,57,1,185,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,49845,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,3129.702076,80.24877119,16615.0,28771.963,49838,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,40.124386,40.124386,31,47,37.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,15224,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,788.2291119,131.3715187,15224.0,0.0,15224,15224,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,65.68576,65.68576,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,457,34,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,50458,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,2774.584803,39.63692576,50458.0,0.0,50458,50458,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.818462,19.818462,62,78,67.333336,9.237604,85.333336,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,0,0,0,0,0,0,1,62,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,106574,2,2,86,188,43,43,43.0,0.0,94,94,94.0,0.0,2570.983542,37.53260645,35524.668,61526.2,106569,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,18.766304,18.766304,43,94,63.4,27.933851,780.3,0,0,0,0,0,0,0,0,1,79.25,43.0,94.0,0,0,0,0,0,0,2,86,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,31001,2,2,76,188,38,38,38.0,0.0,94,94,94.0,0.0,8515.854327,129.0280959,10333.667,17852.55,30948,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,40,64.514046,64.514046,38,94,60.4,30.672462,940.8,0,0,0,0,0,0,0,0,1,75.5,38.0,94.0,0,0,0,0,0,0,2,76,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,25125,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,477.6119403,79.60199005,25125.0,0.0,25125,25125,25125,25125.0,0.0,25125,25125,0,0.0,0.0,0,0,0,0,0,0,40,0,79.60199,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,109465,4,2,140,250,35,35,35.0,0.0,125,125,125.0,0.0,3562.782625,54.81204038,21893.0,34010.145,77455,3,32007,10669.0,18473.188,32000,3,3,3.0,0.0,3,3,0,0,0,0,80,40,36.54136,18.27068,35,125,60.714287,43.915504,1928.5714,0,0,0,0,0,0,0,0,0,70.833336,35.0,125.0,0,0,0,0,0,0,4,140,2,250,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,61492531,24,21,5121,4914,2319,0,213.375,556.841,3574,0,234.0,771.98346,163.1905507,0.731796192,1397557.5,8853448.0,58800000,1,61500000,2673588.2,12200000.0,58800000,1,61400000,3072425.2,13100000.0,58800000,1,0,0,0,0,788,680,0.3902913,0.3415049,0,3574,218.15218,651.5662,424538.56,0,0,0,1,0,0,0,0,0,223.0,213.375,234.0,0,0,0,0,0,0,24,5121,21,4914,29200,165,9,32,2688735.0,0.0,2688735,2688735,58800000.0,0.0,58800000,58800000,Benign
17,511,1,1,81,163,81,81,81.0,0.0,163,163,163.0,0.0,477495.1076,3913.894325,511.0,0.0,511,511,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1956.9471,1956.9471,81,163,108.333336,47.342724,2241.3333,0,0,0,0,0,0,0,0,1,162.5,81.0,163.0,0,0,0,0,0,0,1,81,1,163,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30283,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,4160.750256,66.04365486,30283.0,0.0,30283,30283,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.021828,33.021828,47,79,57.666668,18.475208,341.33334,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,180,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,955555.5556,22222.22222,60.0,98.7269,174,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,88,88,11111.111,11111.111,35,51,41.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,0,0,0,0,0,0,2,70,2,102,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,15285,7,2,11601,26,2920,0,1657.2858,1548.6709,20,6,13.0,9.899495,760680.4056,588.8125613,1910.625,4456.326,12910,5,15285,2547.5,5294.3677,13331,48,5,5.0,0.0,5,5,0,0,0,0,164,40,457.96533,130.84723,0,2920,1162.7,1494.3666,2233131.5,0,0,0,1,0,0,0,0,0,1291.8889,1657.2858,13.0,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,97978,2,2,54,156,27,27,27.0,0.0,78,78,78.0,0.0,2143.3383,40.82549144,32659.334,56562.43,97972,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,20.412746,20.412746,27,78,47.4,27.933851,780.3,0,0,0,0,0,0,0,0,1,59.25,27.0,78.0,0,0,0,0,0,0,2,54,2,156,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,338,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,35502.95858,5917.159763,338.0,0.0,338,338,338,338.0,0.0,338,338,0,0.0,0.0,0,0,0,0,0,0,40,0,5917.1597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,135,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,7389761,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.24773697,0.541289495,2463253.8,4265643.0,7388794,2,7389761,2463253.8,4265643.0,7388794,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.5412895,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,967.0,0.0,967,967,7388794.0,0.0,7388794,7388794,DDoS
6,39730,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,292650.3901,226.5290712,4966.25,8939.7295,22416,17,16975,8487.5,10621.451,15998,977,39646,7929.2,10911.444,22416,17,0,0,0,0,72,132,75.50969,151.01938,0,4380,1162.7,1645.2418,2706820.5,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
17,769,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,213263.9792,5201.560468,256.33334,359.11188,671,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,2600.7803,2600.7803,33,49,39.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61959,2,2,68,428,34,34,34.0,0.0,214,214,214.0,0.0,8005.293823,64.55882116,20653.0,35727.887,61908,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,32.27941,32.27941,34,214,106.0,98.59006,9720.0,0,0,0,0,0,0,0,0,1,132.5,34.0,214.0,0,0,0,0,0,0,2,68,2,428,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1428942,35,40,2686,6718,408,0,76.74286,105.426956,976,0,167.95,324.01178,6581.092865,52.48638503,19310.027,113174.06,954294,0,1428942,42027.707,177835.28,995275,2,474532,12167.487,34993.43,193112,1,0,0,0,0,724,824,24.493647,27.992739,0,976,123.73684,248.81224,61907.53,0,0,0,1,0,0,0,0,1,125.386665,76.74286,167.95,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,47050,1,1,39,186,39,39,39.0,0.0,186,186,186.0,0.0,4782.146652,42.50797024,47050.0,0.0,47050,47050,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,21.253984,21.253984,39,186,88.0,84.87049,7203.0,0,0,0,0,0,0,0,0,1,132.0,39.0,186.0,0,0,0,0,0,0,1,39,1,186,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.924,18867.924,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,946,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,118030530,14,11,796,4308,219,0,56.857143,78.48455,1460,0,391.63635,592.4855,43.24304907,0.211809606,4917939.0,16600000.0,59000000,4,118000000,9079272.0,22100000.0,59000000,4,118000000,11800000.0,24800000.0,59000000,62,0,0,0,0,292,232,0.11861338,0.09319623,0,1460,196.3077,415.7375,172837.66,0,0,0,1,0,0,0,0,0,204.16,56.857143,391.63635,0,0,0,0,0,0,14,796,11,4308,8192,254,7,20,181722.5,176862.25,306783,56662,58800000.0,260074.58,59000000,58600000,Benign
6,578178,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,20.75485404,3.45914234,578178.0,0.0,578178,578178,578178,578178.0,0.0,578178,578178,0,0.0,0.0,0,0,0,0,0,0,40,0,3.4591424,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,31669,2,2,82,420,41,41,41.0,0.0,210,210,210.0,0.0,15851.46358,126.3064827,10556.333,18200.102,31572,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,63.15324,63.15324,41,210,108.6,92.56511,8568.3,0,0,0,0,0,0,0,0,1,135.75,41.0,210.0,0,0,0,0,0,0,2,82,2,420,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,123758,1,1,53,114,53,53,53.0,0.0,114,114,114.0,0.0,1349.407715,16.16057144,123758.0,0.0,123758,123758,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,8.080286,8.080286,53,114,73.333336,35.218365,1240.3334,0,0,0,0,0,0,0,0,1,110.0,53.0,114.0,0,0,0,0,0,0,1,53,1,114,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,90897,1,1,46,188,46,46,46.0,0.0,188,188,188.0,0.0,2574.342388,22.00292639,90897.0,0.0,90897,90897,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,11.001463,11.001463,46,188,93.333336,81.98374,6721.3335,0,0,0,0,0,0,0,0,1,140.0,46.0,188.0,0,0,0,0,0,0,1,46,1,188,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,100982168,8,5,56,11601,20,0,7.0,5.656854,4380,0,2320.2,2207.3413,115.4362224,0.1287356,8415181.0,27500000.0,95700000,1,101000000,14400000.0,35900000.0,95700000,1,21121,5280.25,9813.775,19999,191,0,0,0,0,172,112,0.079221904,0.04951369,0,4380,833.0714,1679.9863,2822354.0,0,0,0,0,1,0,0,0,0,897.1539,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,861.0,0.0,861,861,50500000.0,63900000.0,95700000,5271931,DDoS
6,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.164,20408.164,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,5257,65160,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,5874930,2,2,104,247,59,45,52.0,9.899495,124,123,123.5,0.70710677,59.74539271,0.680859176,1958310.0,3364700.0,5843491,473,5843964,5843964.0,0.0,5843964,5843964,5874457,5874457.0,0.0,5874457,5874457,0,0,0,0,64,64,0.34042957,0.34042957,45,124,82.0,38.314487,1468.0,0,0,0,0,0,0,0,0,1,102.5,52.0,123.5,0,0,0,0,0,0,2,104,2,247,-1,-1,1,32,473.0,0.0,473,473,5843491.0,0.0,5843491,5843491,Benign
17,143,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1370629.371,27972.02797,47.666668,75.63289,135,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13986.014,13986.014,41,57,47.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,133,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1669172.932,30075.18797,44.333332,75.055534,131,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,15037.594,15037.594,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,20670984,17,19,1113,21730,708,0,65.47059,176.87288,2896,0,1143.6842,753.9551,1105.075598,1.741571664,590599.56,2353789.2,10000000,3,20700000,1291936.5,3408180.2,10000000,3,20100000,1119243.0,3240036.0,10000000,49,0,0,0,0,552,616,0.82240885,0.9191628,0,2896,617.37836,773.78876,598749.0,0,0,0,1,0,0,0,0,1,634.5278,65.47059,1143.6842,0,0,0,0,0,0,17,1113,19,21730,29200,123,4,32,65149.5,67860.33,113134,17165,10000000.0,15339.268,10000000,9997122,Benign
6,999298,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12.00842992,2.001404986,999298.0,0.0,999298,999298,999298,999298.0,0.0,999298,999298,0,0.0,0.0,0,0,0,0,0,0,40,0,2.001405,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,4867,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30564,1,1,60,76,60,60,60.0,0.0,76,76,76.0,0.0,4449.679361,65.4364612,30564.0,0.0,30564,30564,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.71823,32.71823,60,76,65.333336,9.237604,85.333336,0,0,0,0,0,0,0,0,1,98.0,60.0,76.0,0,0,0,0,0,0,1,60,1,76,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,18107,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,642127.3541,497.0453416,2263.375,4038.1958,9951,3,10062,5031.0,7110.666,10059,3,17999,3599.8,4909.164,10256,16,0,0,0,0,72,132,165.68178,331.36356,0,4380,1162.7,1645.2418,2706820.5,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
6,63828269,21,26,3238,5895,1319,0,154.19048,347.4587,1430,0,226.73077,433.9159,143.0870701,0.736350848,1387571.1,8645424.0,58600000,1,63800000,3191413.5,13100000.0,58700000,55,63800000,2551665.8,11700000.0,58600000,1,0,0,0,0,444,532,0.32900783,0.40734303,0,1430,190.27083,391.93274,153611.27,0,0,0,1,0,0,0,0,1,194.31915,154.19048,226.73077,0,0,0,0,0,0,21,3238,26,5895,8192,415,19,20,4956377.0,0.0,4956377,4956377,58600000.0,0.0,58600000,58600000,Benign
6,60447316,13,11,698,845,368,0,53.692307,112.359825,657,0,76.818184,197.17902,25.52636084,0.397039961,2628144.2,4456795.0,9999493,17,60400000,5037276.5,5191808.5,10100000,6608,60400000,6039569.5,5169390.0,10100000,551,0,0,0,0,272,292,0.21506332,0.18197665,0,657,61.72,151.03078,22810.293,0,0,0,1,0,0,0,0,0,64.291664,53.692307,76.818184,0,0,0,0,0,0,13,698,11,845,8192,123,12,20,106138.164,134527.94,380742,51113,9964588.0,80411.75,9999493,9800619,Benign
17,30551,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3142.286668,65.46430559,30551.0,0.0,30551,30551,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.73215,32.73215,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,266,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11278.19549,133.0,120.20815,218,48,266,133.0,120.20815,218,48,0,0.0,0.0,0,0,0,0,0,0,96,0,11278.195,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
17,200,2,2,64,320,32,32,32.0,0.0,160,160,160.0,0.0,1920000.0,20000.0,66.666664,109.40902,193,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10000.0,10000.0,32,160,83.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,104.0,32.0,160.0,0,0,0,0,0,0,2,64,2,320,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,26553,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3615.410688,75.321056,26553.0,0.0,26553,26553,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,37.660526,37.660526,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,116872188,8,7,1110,11595,366,0,138.75,188.19728,4344,0,1656.4286,1760.5973,108.7084979,0.128345334,8348013.5,26800000.0,100000000,15,117000000,16700000.0,37300000.0,100000000,1064,117000000,19500000.0,47400000.0,116000000,15,0,0,0,0,248,232,0.068450846,0.059894487,0,4344,794.4375,1368.9019,1873892.4,1,0,0,0,0,0,0,0,0,847.4,138.75,1656.4286,0,0,0,0,0,0,8,1110,7,11595,0,235,4,20,10997.0,0.0,10997,10997,58200000.0,59600000.0,100000000,16000000,DoS Hulk
17,24002,2,2,154,318,77,77,77.0,0.0,159,159,159.0,0.0,19665.02791,166.6527789,8000.6665,13851.499,23995,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,83.32639,83.32639,77,159,109.8,44.91325,2017.2,0,0,0,0,0,0,0,0,1,137.25,77.0,159.0,0,0,0,0,0,0,2,154,2,318,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,28686,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,418.3225267,69.72042111,28686.0,0.0,28686,28686,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34.86021,34.86021,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,40880,40958,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,186,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,64516.12903,10752.68817,186.0,0.0,186,186,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5376.344,5376.344,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,980,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,2119161,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.32523673,1.887539455,706387.0,1222636.6,2118166,1,2119161,706387.0,1222636.6,2118166,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.8875395,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
17,294,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,755102.0408,13605.44218,98.0,129.45656,245,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,6802.721,6802.721,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
